Order ID;Order Date;Order Priority;Order Quantity;Sales;Ship Mode;Shipping Cost;Province;Customer Segment;Product Category;Product Sub-Category;Product Container;Ship Date;
53600;10.07.2019;Medium;8;59,48;Express Air;6,1;Manitoba;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;11.07.2019;
24960;26.01.2018;High;37;1537,53;Regular Air;5,4;Ontario;Small Business;Office Supplies;Paper;Wrap Bag;27.01.2018;
57476;15.03.2016;High;20;1446,03;Delivery Truck;64,2;British Columbia;Small Business;Office Supplies;Appliances;Jumbo Drum;16.03.2016;
25440;06.02.2016;High;30;7050,56;Delivery Truck;71,3;Saskachewan;Home Office;Furniture;Tables;Jumbo Box;06.02.2016;
4193;08.01.2016;High;16;68,79;Regular Air;1,1;Ontario;Home Office;Office Supplies;Labels;Small Box;08.01.2016;
9216;13.04.2018;Medium;36;6396,06;Delivery Truck;59,1;Prince Edward Island;Consumer;Office Supplies;Appliances;Jumbo Drum;15.04.2018;
50370;06.11.2019;Critical;25;130,59;Express Air;5,8;Manitoba;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;07.11.2019;
4642;25.02.2018;Critical;21;331,29;Express Air;10;British Columbia;Corporate;Office Supplies;Storage & Organization;Small Box;25.02.2018;
36741;18.12.2017;Critical;6;325,18;Regular Air;5,4;Ontario;Home Office;Technology;Telephones and Communication;Small Pack;20.12.2017;
5543;23.09.2017;Medium;27;72,01;Regular Air;5,4;Quebec;Corporate;Office Supplies;Scissors, Rulers and Trimmers;Wrap Bag;25.09.2017;
9857;10.05.2017;High;50;3868,95;Regular Air;3,5;Yukon;Home Office;Technology;Telephones and Communication;Small Pack;12.05.2017;
59072;24.05.2016;Not Specified;12;84,47;Express Air;8;Yukon;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;26.05.2016;
10657;24.09.2017;Medium;8;1977,92;Delivery Truck;74,5;New Brunswick;Consumer;Furniture;Tables;Jumbo Box;25.09.2017;
24737;05.12.2016;High;3;588,41;Delivery Truck;28;British Columbia;Small Business;Furniture;Chairs & Chairmats;Jumbo Drum;08.12.2016;
11652;09.11.2018;Not Specified;25;130,6363;Regular Air;2,2;Ontario;Home Office;Office Supplies;Paper;Wrap Bag;11.11.2018;
16196;19.10.2016;High;44;15537,89;Regular Air;26,2;Ontario;Home Office;Furniture;Chairs & Chairmats;Large Box;21.10.2016;
50470;22.08.2017;Low;38;885,78;Regular Air;9,6;Alberta;Small Business;Office Supplies;Pens & Art Supplies;Small Pack;27.08.2017;
32869;26.03.2016;Medium;39;5618,2089;Regular Air;9,6;Prince Edward Island;Corporate;Technology;Telephones and Communication;Small Box;27.03.2016;
34215;13.05.2018;High;6;38,15;Regular Air;3,2;Northwest Territories;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;14.05.2018;
13378;20.09.2016;Low;16;102,76;Regular Air;5,7;Quebec;Corporate;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;25.09.2016;
46979;16.07.2019;Low;26;145,39;Regular Air;5,9;Saskachewan;Consumer;Office Supplies;Paper;Small Box;25.07.2019;
10054;27.04.2018;High;2;210,63;Regular Air;6,4;Quebec;Home Office;Technology;Telephones and Communication;Small Box;27.04.2018;
29376;11.08.2019;Critical;20;3049,83;Regular Air;7,6;New Brunswick;Consumer;Office Supplies;Storage & Organization;Small Box;13.08.2019;
22913;24.06.2017;Critical;32;189,14;Express Air;5,1;Yukon;Corporate;Office Supplies;Paper;Small Box;25.06.2017;
25509;21.05.2016;Critical;43;227,14;Regular Air;5,3;Yukon;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;23.05.2016;
43392;30.12.2017;Medium;39;7012,19;Regular Air;21,4;Northwest Territories;Small Business;Office Supplies;Envelopes;Small Box;01.01.2018;
19206;29.03.2017;Low;40;94,18;Regular Air;1,6;Saskachewan;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;02.04.2017;
56930;17.08.2019;Low;47;244,29;Regular Air;0,7;British Columbia;Home Office;Office Supplies;Rubber Bands;Wrap Bag;24.08.2019;
50532;14.08.2019;Medium;22;88,79;Regular Air;1,4;Saskachewan;Small Business;Office Supplies;Paper;Wrap Bag;15.08.2019;
34112;31.08.2018;Critical;13;337,9;Regular Air;9,2;Saskachewan;Small Business;Technology;Telephones and Communication;Medium Box;02.09.2018;
9505;07.06.2019;High;2;338,68;Regular Air;4,3;British Columbia;Home Office;Technology;Computer Peripherals;Small Box;09.06.2019;
15621;23.09.2018;Critical;39;1183,06;Regular Air;15;British Columbia;Consumer;Office Supplies;Storage & Organization;Medium Box;23.09.2018;
21024;27.12.2017;Medium;34;209,17;Regular Air;1,3;British Columbia;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;29.12.2017;
2659;16.12.2017;Not Specified;50;943,37;Regular Air;9,7;Alberta;Corporate;Office Supplies;Paper;Small Box;18.12.2017;
48167;05.09.2016;Critical;43;5394,36;Delivery Truck;75,1;Manitoba;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;08.09.2016;
35492;09.02.2019;Medium;36;487,85;Express Air;5,3;Quebec;Corporate;Furniture;Office Furnishings;Small Pack;11.02.2019;
7267;28.08.2019;High;19;280,68;Regular Air;6,9;New Brunswick;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;28.08.2019;
11362;10.09.2019;Low;9;6870,3309;Regular Air;26,2;Prince Edward Island;Corporate;Technology;Copiers and Fax;Large Box;15.09.2019;
58595;28.08.2017;High;41;869,06;Express Air;15,4;Saskachewan;Home Office;Furniture;Office Furnishings;Small Box;29.08.2017;
31812;30.07.2018;High;14;635,17;Regular Air;21,4;Ontario;Small Business;Office Supplies;Paper;Small Box;01.08.2018;
4931;15.11.2016;Critical;22;180,09;Regular Air;1,8;Yukon;Corporate;Office Supplies;Paper;Wrap Bag;15.11.2016;
13731;08.05.2017;Not Specified;10;47,17;Regular Air;1,3;Quebec;Small Business;Office Supplies;Paper;Wrap Bag;11.05.2017;
37606;21.02.2017;Critical;1;21,36;Express Air;5,2;British Columbia;Consumer;Office Supplies;Paper;Small Box;22.02.2017;
17924;25.08.2018;Critical;42;2683;Regular Air;4,8;Saskachewan;Consumer;Office Supplies;Appliances;Small Box;25.08.2018;
24102;29.11.2017;Critical;50;1973,36;Regular Air;13,8;Nova Scotia;Small Business;Office Supplies;Storage & Organization;Small Box;30.11.2017;
47041;01.04.2019;Not Specified;35;164,78;Regular Air;2,1;Ontario;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;03.04.2019;
33797;11.01.2016;Not Specified;18;232,05;Regular Air;5,4;Quebec;Small Business;Office Supplies;Paper;Small Box;11.01.2016;
39110;04.02.2017;Medium;14;2776,72;Regular Air;12,3;British Columbia;Home Office;Furniture;Office Furnishings;Large Box;04.02.2017;
33377;30.07.2018;High;19;350,05;Regular Air;3,5;Northwest Territories;Corporate;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;31.07.2018;
38625;16.11.2017;Not Specified;28;2944,64;Express Air;21,4;British Columbia;Corporate;Technology;Computer Peripherals;Small Box;18.11.2017;
1154;13.02.2019;Critical;11;710,25;Regular Air;73,8;Nunavut;Home Office;Furniture;Tables;Large Box;15.02.2019;
28451;05.01.2016;Critical;33;5257,66;Delivery Truck;19,1;Ontario;Small Business;Technology;Office Machines;Jumbo Drum;07.01.2016;
24679;06.05.2018;Not Specified;7;36,37;Regular Air;2,6;Ontario;Corporate;Technology;Computer Peripherals;Small Pack;07.05.2018;
29985;11.07.2019;Critical;2;26,23;Regular Air;9,6;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;13.07.2019;
50854;16.12.2018;Critical;12;6146,34;Delivery Truck;30,1;Ontario;Corporate;Technology;Office Machines;Jumbo Drum;18.12.2018;
8101;03.03.2017;Medium;15;519,12;Regular Air;9,6;Yukon;Consumer;Office Supplies;Pens & Art Supplies;Small Pack;05.03.2017;
29410;16.09.2016;Critical;35;4479,59;Regular Air;7,6;Ontario;Corporate;Technology;Office Machines;Medium Box;16.09.2016;
41664;03.12.2018;Critical;40;1110,86;Regular Air;4,4;Ontario;Corporate;Office Supplies;Pens & Art Supplies;Small Pack;05.12.2018;
48452;08.10.2017;High;15;78,55;Regular Air;5,3;Nova Scotia;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;10.10.2017;
24263;15.09.2019;Low;16;548,71;Delivery Truck;20,5;Ontario;Consumer;Furniture;Chairs & Chairmats;Jumbo Drum;22.09.2019;
28836;23.10.2017;High;7;1239,3382;Regular Air;21,4;Prince Edward Island;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;25.10.2017;
23428;28.10.2019;High;41;1049,62;Regular Air;8,8;Nova Scotia;Small Business;Office Supplies;Paper;Small Box;30.10.2019;
23041;19.07.2017;Low;5;1938,04;Regular Air;21,4;Manitoba;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;21.07.2017;
18432;11.03.2018;High;15;232,9;Express Air;7,2;Nova Scotia;Corporate;Office Supplies;Appliances;Medium Box;11.03.2018;
50404;25.03.2018;High;10;2099;Regular Air;73,8;Manitoba;Corporate;Furniture;Tables;Large Box;27.03.2018;
22272;06.05.2019;High;30;1108,47;Regular Air;2,1;Ontario;Home Office;Technology;Computer Peripherals;Small Pack;08.05.2019;
18464;28.03.2019;High;37;6461,84;Delivery Truck;70,9;Nova Scotia;Small Business;Furniture;Bookcases;Jumbo Box;28.03.2019;
36992;06.12.2016;Medium;34;491,22;Express Air;3,4;Saskachewan;Corporate;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;08.12.2016;
33699;25.07.2016;Low;13;1732,88;Delivery Truck;75,1;Quebec;Small Business;Furniture;Chairs & Chairmats;Jumbo Drum;29.07.2016;
22342;28.05.2016;Low;13;258,63;Regular Air;3,5;Northwest Territories;Small Business;Technology;Telephones and Communication;Small Pack;04.06.2016;
11682;03.07.2017;Low;5;109,33;Regular Air;4,3;Yukon;Home Office;Technology;Computer Peripherals;Small Box;10.07.2017;
19174;15.07.2017;Medium;35;5683,8111;Regular Air;15;Nova Scotia;Small Business;Technology;Telephones and Communication;Medium Box;17.07.2017;
55938;02.07.2019;Not Specified;18;1893,79;Express Air;37,5;Nova Scotia;Small Business;Office Supplies;Storage & Organization;Large Box;03.07.2019;
28485;11.01.2019;High;12;52,6226;Regular Air;1;Yukon;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;11.01.2019;
17187;23.09.2019;High;4;3158,61;Delivery Truck;17,2;Ontario;Corporate;Technology;Office Machines;Jumbo Drum;25.09.2019;
49412;06.03.2016;Critical;20;10077,41;Delivery Truck;17,8;British Columbia;Small Business;Technology;Office Machines;Jumbo Box;06.03.2016;
55940;28.04.2016;Not Specified;29;3130,58;Regular Air;7,7;Newfoundland;Corporate;Technology;Computer Peripherals;Small Box;29.04.2016;
13923;08.07.2019;High;27;6583,5;Delivery Truck;30,7;Yukon;Home Office;Office Supplies;Storage & Organization;Jumbo Drum;10.07.2019;
44451;10.09.2018;Low;4;13,36;Regular Air;5,1;British Columbia;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;14.09.2018;
13953;30.05.2018;Critical;32;407,93;Regular Air;5,4;Ontario;Consumer;Office Supplies;Paper;Small Box;01.06.2018;
55139;16.01.2017;Not Specified;26;91,71;Regular Air;1;Nova Scotia;Small Business;Office Supplies;Pens & Art Supplies;Wrap Bag;17.01.2017;
49767;07.11.2017;Critical;39;5559,92;Regular Air;15;Alberta;Small Business;Technology;Office Machines;Medium Box;08.11.2017;
16262;31.12.2017;Low;11;67,24;Express Air;2,2;Manitoba;Consumer;Office Supplies;Paper;Wrap Bag;07.01.2018;
33600;05.10.2017;Low;42;200,39;Regular Air;5,1;British Columbia;Corporate;Office Supplies;Paper;Small Box;07.10.2017;
20449;02.01.2017;Medium;19;1301,66;Regular Air;21,4;Newfoundland;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;03.01.2017;
57827;01.07.2016;Medium;29;157,3114;Regular Air;5,9;Alberta;Home Office;Office Supplies;Paper;Small Box;02.07.2016;
31616;27.08.2017;Critical;46;150,9556;Regular Air;1,1;Quebec;Consumer;Office Supplies;Labels;Small Box;28.08.2017;
16359;14.05.2019;Critical;39;1437,65;Regular Air;15,8;Ontario;Consumer;Office Supplies;Envelopes;Small Box;15.05.2019;
55200;27.08.2017;Medium;4;694,69;Regular Air;3;Manitoba;Home Office;Technology;Telephones and Communication;Small Box;29.08.2017;
22210;18.09.2018;Critical;37;1105,78;Regular Air;5,2;New Brunswick;Corporate;Office Supplies;Paper;Wrap Bag;20.09.2018;
43906;07.02.2019;High;50;3853,1449;Regular Air;15,5;Manitoba;Corporate;Technology;Computer Peripherals;Small Box;08.02.2019;
46310;20.07.2017;High;13;298;Regular Air;5,9;Ontario;Home Office;Office Supplies;Pens & Art Supplies;Small Pack;21.07.2017;
44706;29.03.2017;Low;33;50,8;Regular Air;0,7;Ontario;Corporate;Office Supplies;Rubber Bands;Wrap Bag;03.04.2017;
5189;24.11.2017;Low;14;2211,29;Regular Air;21,4;Quebec;Corporate;Office Supplies;Storage & Organization;Small Box;26.11.2017;
10979;03.10.2018;Medium;7;155,1;Express Air;6,3;Saskachewan;Small Business;Office Supplies;Paper;Small Box;05.10.2018;
50309;14.03.2018;Low;36;260,2026;Regular Air;10,4;Ontario;Small Business;Office Supplies;Storage & Organization;Small Box;21.03.2018;
53254;17.08.2016;Medium;34;5823,09;Regular Air;5,3;Ontario;Home Office;Technology;Telephones and Communication;Small Box;20.08.2016;
17282;17.11.2016;Low;37;1057,61;Regular Air;6,7;Saskachewan;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;19.11.2016;
20899;11.04.2017;Low;9;529,76;Regular Air;11,5;Ontario;Home Office;Office Supplies;Paper;Small Box;20.04.2017;
1345;27.10.2019;Low;24;2614,92;Delivery Truck;38,3;Ontario;Corporate;Furniture;Bookcases;Jumbo Box;31.10.2019;
58470;07.06.2018;High;13;52,52;Regular Air;2,1;British Columbia;Small Business;Office Supplies;Paper;Wrap Bag;07.06.2018;
11776;23.02.2019;Low;40;61,25;Express Air;0,7;British Columbia;Small Business;Office Supplies;Rubber Bands;Wrap Bag;23.02.2019;
43911;14.01.2016;Medium;23;8008,2117;Delivery Truck;63,1;Alberta;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;16.01.2016;
55875;24.11.2016;Critical;50;442,83;Regular Air;4,3;Northwest Territories;Small Business;Furniture;Office Furnishings;Wrap Bag;27.11.2016;
17953;20.08.2019;High;30;1043,38;Regular Air;20,9;Ontario;Small Business;Office Supplies;Envelopes;Small Box;22.08.2019;
6720;08.09.2017;Not Specified;8;57,66;Regular Air;0,5;New Brunswick;Home Office;Office Supplies;Labels;Small Box;10.09.2017;
44003;16.11.2018;Low;38;216,59;Regular Air;3,2;British Columbia;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;20.11.2018;
59204;28.02.2019;Medium;7;269,2;Regular Air;5,4;British Columbia;Home Office;Office Supplies;Paper;Wrap Bag;01.03.2019;
50816;26.03.2016;High;25;306,0949;Regular Air;5,3;British Columbia;Small Business;Office Supplies;Appliances;Small Box;28.03.2016;
45413;07.06.2017;High;24;141,18;Regular Air;3,2;Manitoba;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;07.06.2017;
58658;11.06.2019;Medium;41;981,46;Regular Air;7;Alberta;Consumer;Technology;Computer Peripherals;Small Box;12.06.2019;
29506;13.06.2018;Critical;8;17,49;Regular Air;1,6;Quebec;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;14.06.2018;
27461;25.02.2017;Critical;40;130,45;Express Air;0,5;Ontario;Corporate;Office Supplies;Labels;Small Box;25.02.2017;
26084;16.10.2019;Low;33;244,84;Express Air;7,8;Saskachewan;Corporate;Office Supplies;Paper;Small Box;21.10.2019;
31877;28.06.2016;Medium;34;305,01;Regular Air;10,9;Ontario;Consumer;Furniture;Office Furnishings;Large Box;28.06.2016;
34599;02.03.2017;Low;29;1004,58;Regular Air;18,3;British Columbia;Small Business;Office Supplies;Paper;Small Box;06.03.2017;
40327;12.05.2018;Medium;36;163,67;Regular Air;6,1;Prince Edward Island;Corporate;Office Supplies;Paper;Small Box;14.05.2018;
57157;25.02.2019;Critical;18;217,82;Regular Air;4,3;Saskachewan;Corporate;Office Supplies;Appliances;Small Box;28.02.2019;
51747;05.07.2019;Medium;3;12,96;Regular Air;0,5;Ontario;Small Business;Office Supplies;Labels;Small Box;06.07.2019;
56644;28.11.2019;Not Specified;36;87,84;Regular Air;1,1;Saskachewan;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;30.11.2019;
19716;28.09.2016;Low;5;659,23;Regular Air;4,5;Ontario;Home Office;Technology;Telephones and Communication;Small Box;05.10.2016;
14055;31.08.2016;High;21;472,62;Regular Air;3,9;Manitoba;Home Office;Furniture;Office Furnishings;Small Pack;02.09.2016;
10982;10.12.2019;Not Specified;14;22,4165;Express Air;0,7;Alberta;Home Office;Office Supplies;Rubber Bands;Wrap Bag;12.12.2019;
6272;26.02.2017;High;8;383,51;Express Air;2,7;Saskachewan;Corporate;Technology;Telephones and Communication;Small Pack;28.02.2017;
417;05.02.2016;Medium;39;16329,03;Delivery Truck;30,1;Yukon;Small Business;Technology;Office Machines;Jumbo Drum;06.02.2016;
37250;13.01.2017;High;13;506,6;Regular Air;7,1;British Columbia;Corporate;Office Supplies;Envelopes;Small Box;14.01.2017;
30149;11.12.2017;Medium;50;739,34;Regular Air;9,4;British Columbia;Corporate;Furniture;Office Furnishings;Small Box;14.12.2017;
38503;04.05.2016;Low;10;538,52;Regular Air;5,4;Ontario;Corporate;Technology;Telephones and Communication;Small Pack;04.05.2016;
53891;22.01.2016;High;27;4905,66;Regular Air;21,4;New Brunswick;Home Office;Technology;Computer Peripherals;Small Box;23.01.2016;
42887;10.06.2019;Medium;11;251,19;Regular Air;9,6;Manitoba;Consumer;Office Supplies;Pens & Art Supplies;Small Pack;12.06.2019;
59205;30.10.2018;Critical;35;638,83;Regular Air;7,5;Saskachewan;Home Office;Office Supplies;Storage & Organization;Small Box;01.11.2018;
1539;08.03.2018;Low;38;197,94;Regular Air;5,3;Nunavut;Corporate;Technology;Computer Peripherals;Small Pack;13.03.2018;
51175;14.08.2019;High;28;1214,71;Regular Air;4,8;New Brunswick;Consumer;Office Supplies;Appliances;Small Box;14.08.2019;
24544;26.01.2016;High;39;1330,49;Regular Air;37,5;Manitoba;Corporate;Office Supplies;Storage & Organization;Large Box;27.01.2016;
17573;03.09.2018;Low;23;236,44;Regular Air;7,8;Ontario;Small Business;Furniture;Office Furnishings;Small Pack;07.09.2018;
9024;02.06.2019;Medium;30;1215,9908;Regular Air;7;Quebec;Home Office;Technology;Computer Peripherals;Small Box;04.06.2019;
35046;23.07.2017;Medium;45;5297,9552;Express Air;6,2;Alberta;Corporate;Furniture;Office Furnishings;Medium Box;24.07.2017;
32164;01.02.2017;Not Specified;34;119,66;Regular Air;4,2;Alberta;Small Business;Office Supplies;Pens & Art Supplies;Wrap Bag;02.02.2017;
9639;04.09.2017;Not Specified;11;46,6199;Regular Air;1,1;Alberta;Corporate;Office Supplies;Labels;Small Box;04.09.2017;
56197;10.05.2016;High;45;8575,65;Delivery Truck;34,8;Saskachewan;Consumer;Furniture;Tables;Jumbo Box;10.05.2016;
6788;03.08.2018;Not Specified;6;11,93;Regular Air;0,8;Yukon;Small Business;Office Supplies;Rubber Bands;Wrap Bag;04.08.2018;
48642;31.01.2017;High;5;556,07;Express Air;7,7;Ontario;Home Office;Technology;Computer Peripherals;Small Box;01.02.2017;
55650;20.10.2018;Low;41;1347,1;Regular Air;5,9;Manitoba;Home Office;Technology;Computer Peripherals;Small Box;22.10.2018;
24869;09.06.2016;Not Specified;14;142,01;Regular Air;6;Ontario;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;10.06.2016;
38944;19.04.2017;Medium;32;985,791;Regular Air;5,2;Alberta;Small Business;Office Supplies;Paper;Wrap Bag;21.04.2017;
22211;02.10.2018;Not Specified;30;1009,48;Regular Air;21,4;Saskachewan;Consumer;Office Supplies;Paper;Small Box;04.10.2018;
26756;10.05.2019;Medium;40;271,66;Regular Air;6,7;British Columbia;Home Office;Office Supplies;Paper;Small Box;12.05.2019;
25478;24.04.2019;Critical;47;5055,85;Regular Air;2,7;Ontario;Consumer;Technology;Telephones and Communication;Small Box;24.04.2019;
29766;20.03.2016;Medium;40;7101,2305;Regular Air;9,6;New Brunswick;Consumer;Technology;Telephones and Communication;Small Box;20.03.2016;
32743;06.05.2017;Critical;19;3797,08;Regular Air;1,1;Northwest Territories;Corporate;Office Supplies;Appliances;Small Box;08.05.2017;
